subject,block_type,block,trial, left_person,left_person_fruit,left_person_wear, right_person,right_person_fruit,right_person_wear, ch_person,ch_fruit,ch_wear,keypress1, rt1, exp_value_ch_fruit, reward_fruit, exp_value_ch_wear, reward_wear, keypress2, rt2, keypress3, rt3,first_product,second_product, fruit_location,exp_value_fruit1,exp_value_fruit2,wear_location,exp_value_wear1,exp_value_wear2,iti
999.000000,test,3.000000,40.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,615.750700 ,0.578999,1.000000,0.569140,1.000000 ,k,256.174600,k,313.505800 ,fruit,wear,right ,0.516990,0.578999,right ,0.569140,0.739847,1.000000
999.000000,test,4.000000,1.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,792.475700 ,0.611443,0.000000,0.767797,1.000000 ,k,284.786900,s,471.172000 ,wear,fruit,left ,0.526112,0.611443,right ,0.560262,0.767797,1.000000
999.000000,test,4.000000,2.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,530.026000 ,0.615163,0.000000,0.749691,1.000000 ,k,297.070200,s,519.903200 ,fruit,wear,right ,0.522072,0.615163,left ,0.525180,0.749691,1.000000
999.000000,test,4.000000,3.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,1035.615100 ,0.618687,1.000000,0.543823,1.000000 ,k,360.068200,s,401.968900 ,fruit,wear,right ,0.487138,0.618687,left ,0.543823,0.750005,1.000000
999.000000,test,4.000000,4.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,s,1024.755800 ,nan,nan,0.729802,0.000000 ,k,321.488000,nan,nan ,wear,fruit,right ,0.501021,0.617890,right ,0.522532,0.729802,1.000000
999.000000,test,4.000000,5.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,623.041400 ,0.589468,1.000000,0.544121,0.000000 ,k,298.121300,k,300.055600 ,wear,fruit,right ,0.506862,0.589468,right ,0.544121,0.688211,1.000000
999.000000,test,4.000000,6.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,1435.269200 ,0.593630,0.000000,0.677239,1.000000 ,s,304.053900,s,300.216100 ,wear,fruit,left ,0.498482,0.593630,left ,0.565180,0.677239,1.000000
999.000000,test,4.000000,7.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1048.825900 ,0.474897,1.000000,0.653370,1.000000 ,k,261.828100,k,243.520700 ,fruit,wear,right ,0.474897,0.604288,right ,0.541047,0.653370,1.000000
999.000000,test,4.000000,8.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,777.227900 ,0.443449,0.000000,0.657158,1.000000 ,s,313.761300,s,280.844400 ,wear,fruit,left ,0.443449,0.591439,left ,0.522657,0.657158,1.000000
999.000000,test,4.000000,9.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,1306.914500 ,0.576411,0.000000,0.660654,0.000000 ,s,611.868400,s,296.230200 ,fruit,wear,left ,0.426873,0.576411,left ,0.536604,0.660654,1.000000
999.000000,test,4.000000,10.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,1118.211700 ,0.418941,1.000000,0.545653,1.000000 ,s,680.501800,s,336.447400 ,wear,fruit,left ,0.418941,0.579305,left ,0.545653,0.644337,1.000000
999.000000,test,4.000000,11.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,1350.809700 ,0.591339,1.000000,0.680330,1.000000 ,s,847.282800,k,344.853800 ,fruit,wear,left ,0.397602,0.591339,right ,0.523375,0.680330,1.000000
999.000000,test,4.000000,12.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,1214.673900 ,0.564771,0.000000,0.699769,0.000000 ,k,848.286200,s,135.244600 ,wear,fruit,left ,0.402344,0.564771,right ,0.541003,0.699769,1.000000
999.000000,test,4.000000,13.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,1133.006400 ,0.570071,0.000000,0.677635,1.000000 ,k,616.011500,s,287.537200 ,fruit,wear,right ,0.383696,0.570071,left ,0.541841,0.677635,1.000000
999.000000,test,4.000000,14.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,1082.255300 ,0.595229,0.000000,0.680512,0.000000 ,s,336.947600,k,640.342700 ,fruit,wear,left ,0.371974,0.595229,right ,0.513804,0.680512,1.000000
999.000000,test,4.000000,15.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,s,1044.073600 ,0.357867,0.000000,0.501623,1.000000 ,s,304.519900,s,376.664100 ,fruit,wear,left ,0.357867,0.562939,left ,0.501623,0.713166,1.000000
999.000000,test,4.000000,16.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,830.882300 ,0.336085,0.000000,0.484947,0.000000 ,s,337.028500,s,316.642700 ,fruit,wear,left ,0.336085,0.556780,left ,0.484947,0.758131,1.000000
999.000000,test,4.000000,17.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,858.211500 ,0.340516,0.000000,0.499502,1.000000 ,s,465.945700,s,312.103400 ,wear,fruit,left ,0.340516,0.550295,left ,0.499502,0.727762,1.000000
999.000000,test,4.000000,18.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,s,1215.652300 ,0.538486,0.000000,0.503056,1.000000 ,k,776.952200,s,342.734400 ,wear,fruit,left ,0.322886,0.538486,right ,0.503056,0.741857,1.000000
999.000000,test,4.000000,19.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,912.947100 ,0.544545,1.000000,0.747609,1.000000 ,k,606.734800,s,399.082600 ,fruit,wear,right ,0.327956,0.544545,left ,0.514254,0.747609,1.000000
999.000000,test,4.000000,20.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,s,675.029900 ,0.327351,0.000000,0.506584,0.000000 ,k,503.757900,k,385.836800 ,wear,fruit,right ,0.327351,0.511264,right ,0.506584,0.739863,1.000000
999.000000,test,4.000000,21.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1249.457400 ,0.283452,0.000000,0.742178,0.000000 ,s,458.690700,k,1542.857600 ,fruit,wear,left ,0.283452,0.487288,right ,0.483861,0.742178,1.000000
999.000000,test,4.000000,22.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,998.373800 ,0.274325,0.000000,0.703997,1.000000 ,s,530.777000,s,280.301100 ,wear,fruit,left ,0.274325,0.494628,left ,0.456453,0.703997,1.000000
999.000000,test,4.000000,23.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1156.941900 ,0.244940,1.000000,0.708821,1.000000 ,s,360.389300,s,289.278500 ,wear,fruit,left ,0.244940,0.512462,left ,0.467333,0.708821,1.000000
999.000000,test,4.000000,24.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,875.136300 ,0.507011,0.000000,0.719901,1.000000 ,k,406.017000,k,775.512000 ,wear,fruit,right ,0.244772,0.507011,right ,0.470219,0.719901,1.000000
999.000000,test,4.000000,25.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,s,846.663200 ,0.221070,0.000000,0.745597,0.000000 ,k,360.373500,k,363.592600 ,wear,fruit,right ,0.221070,0.507750,right ,0.482453,0.745597,1.000000
999.000000,test,4.000000,26.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,s,1463.742400 ,0.501971,0.000000,0.749504,1.000000 ,k,806.022100,s,209.845300 ,wear,fruit,left ,0.215622,0.501971,right ,0.466050,0.749504,1.000000
999.000000,test,4.000000,27.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,793.582200 ,0.522125,1.000000,0.787564,1.000000 ,s,377.946700,s,497.650100 ,fruit,wear,left ,0.224263,0.522125,left ,0.472853,0.787564,1.000000
999.000000,test,4.000000,28.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,500.391700 ,0.503671,0.000000,0.797480,1.000000 ,k,534.115800,k,282.480900 ,fruit,wear,right ,0.234770,0.503671,right ,0.468933,0.797480,1.000000
999.000000,test,4.000000,29.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,632.355900 ,0.485220,1.000000,0.800548,0.000000 ,k,271.208200,k,250.517400 ,wear,fruit,right ,0.216560,0.485220,right ,0.456192,0.800548,1.000000
999.000000,test,4.000000,30.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,1605.180300 ,0.242460,0.000000,0.439646,1.000000 ,k,256.257400,k,421.209600 ,fruit,wear,right ,0.242460,0.487370,right ,0.439646,0.842293,1.000000
999.000000,test,4.000000,31.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,561.964000 ,0.499001,1.000000,0.850000,1.000000 ,s,326.018400,k,287.707900 ,wear,fruit,right ,0.232670,0.499001,left ,0.441419,0.850000,1.000000
999.000000,test,4.000000,32.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,711.636300 ,0.503960,1.000000,0.822639,1.000000 ,s,246.754000,s,121.154100 ,fruit,wear,left ,0.258512,0.503960,left ,0.483815,0.822639,1.000000
999.000000,test,4.000000,33.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,577.951600 ,0.511048,0.000000,0.806230,1.000000 ,k,329.404900,s,217.337900 ,wear,fruit,left ,0.235411,0.511048,right ,0.497565,0.806230,1.000000
999.000000,test,4.000000,34.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,932.078200 ,0.227279,0.000000,0.507020,1.000000 ,k,239.160800,k,97.608700 ,fruit,wear,right ,0.227279,0.496444,right ,0.507020,0.826177,1.000000
999.000000,test,4.000000,35.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,599.550400 ,0.186801,0.000000,0.830151,1.000000 ,k,160.191000,k,250.621600 ,fruit,wear,right ,0.186801,0.480975,right ,0.487679,0.830151,1.000000
999.000000,test,4.000000,36.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,883.433000 ,0.194666,0.000000,0.831712,1.000000 ,s,348.871200,k,161.862600 ,fruit,wear,left ,0.194666,0.482942,right ,0.499715,0.831712,1.000000
999.000000,test,4.000000,37.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,s,1083.148500 ,nan,nan,0.837647,1.000000 ,s,295.058800,nan,nan ,fruit,wear,left ,0.204466,0.515480,left ,0.517416,0.837647,1.000000
999.000000,test,4.000000,38.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,575.051400 ,0.191255,0.000000,0.537322,1.000000 ,k,304.874400,k,318.131400 ,wear,fruit,right ,0.191255,0.505839,right ,0.537322,0.821903,1.000000
999.000000,test,4.000000,39.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,733.099200 ,0.524117,1.000000,0.554617,1.000000 ,s,303.240000,k,428.956700 ,wear,fruit,right ,0.184984,0.524117,left ,0.554617,0.832021,1.000000
999.000000,test,4.000000,40.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,656.461200 ,0.179248,0.000000,0.604231,0.000000 ,s,248.383400,s,182.999000 ,wear,fruit,left ,0.179248,0.562906,left ,0.604231,0.822205,1.000000
999.000000,test,5.000000,1.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,3075.836600 ,0.186422,1.000000,0.623049,1.000000 ,s,264.110900,s,295.495400 ,wear,fruit,left ,0.186422,0.558319,left ,0.623049,0.832345,1.000000
999.000000,test,5.000000,2.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,577.415300 ,0.162517,0.000000,0.850000,1.000000 ,k,279.976800,k,378.658100 ,fruit,wear,right ,0.162517,0.551844,right ,0.640672,0.850000,1.000000
999.000000,test,5.000000,3.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,729.518700 ,0.556464,0.000000,0.838827,1.000000 ,s,464.373300,s,306.629800 ,wear,fruit,left ,0.150000,0.556464,left ,0.594288,0.838827,1.000000
999.000000,test,5.000000,4.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,533.956000 ,0.533894,0.000000,0.628123,0.000000 ,k,264.562800,k,1294.486000 ,wear,fruit,right ,0.151298,0.533894,right ,0.628123,0.798850,1.000000
999.000000,test,5.000000,5.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,s,802.305200 ,0.150000,0.000000,0.654578,1.000000 ,k,315.879700,s,443.643900 ,wear,fruit,left ,0.150000,0.510912,right ,0.654578,0.808134,1.000000
999.000000,test,5.000000,6.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,714.172800 ,0.535293,1.000000,0.799463,1.000000 ,s,331.546000,s,470.824500 ,wear,fruit,left ,0.152060,0.535293,left ,0.669269,0.799463,1.000000
999.000000,test,5.000000,7.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,902.718100 ,0.156781,0.000000,0.654360,0.000000 ,k,231.198400,k,224.044200 ,fruit,wear,right ,0.156781,0.548327,right ,0.654360,0.821657,1.000000
999.000000,test,5.000000,8.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,1250.379700 ,0.559476,0.000000,0.812446,1.000000 ,k,343.345700,k,258.022800 ,wear,fruit,right ,0.185766,0.559476,right ,0.644097,0.812446,1.000000
999.000000,test,5.000000,9.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,s,988.234300 ,0.175610,0.000000,0.636133,0.000000 ,k,358.195500,k,491.741500 ,wear,fruit,right ,0.175610,0.538906,right ,0.636133,0.781436,1.000000
999.000000,test,5.000000,10.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,585.875700 ,0.535625,1.000000,0.785947,1.000000 ,k,281.190300,k,355.449200 ,wear,fruit,right ,0.162273,0.535625,right ,0.656996,0.785947,1.000000
999.000000,test,5.000000,11.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,s,751.229700 ,0.525368,0.000000,0.792031,1.000000 ,s,288.790500,s,289.530500 ,wear,fruit,left ,0.212406,0.525368,left ,0.635258,0.792031,1.000000
999.000000,test,5.000000,12.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1674.421800 ,0.228067,0.000000,0.797548,1.000000 ,s,338.650600,s,276.136700 ,fruit,wear,left ,0.228067,0.522676,left ,0.642184,0.797548,1.000000
999.000000,test,5.000000,13.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,514.210500 ,0.516331,1.000000,0.808727,1.000000 ,k,295.833900,s,410.112600 ,fruit,wear,right ,0.198091,0.516331,left ,0.679739,0.808727,1.000000
999.000000,test,5.000000,14.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,839.291200 ,0.487035,1.000000,0.676951,0.000000 ,k,250.332800,s,333.508600 ,wear,fruit,left ,0.214712,0.487035,right ,0.676951,0.820891,1.000000
999.000000,test,5.000000,15.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,950.189700 ,0.212706,0.000000,0.691129,0.000000 ,s,224.478200,s,864.962500 ,fruit,wear,left ,0.212706,0.447574,left ,0.691129,0.808615,1.000000
999.000000,test,5.000000,16.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,619.615200 ,0.262859,1.000000,0.673733,1.000000 ,k,240.636700,k,367.798100 ,fruit,wear,right ,0.262859,0.442560,right ,0.673733,0.806783,1.000000
999.000000,test,5.000000,17.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,640.123700 ,0.281569,0.000000,0.800573,1.000000 ,s,340.131600,k,715.899200 ,wear,fruit,right ,0.281569,0.426330,left ,0.650801,0.800573,1.000000
999.000000,test,5.000000,18.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,s,938.714600 ,0.261400,0.000000,0.832611,1.000000 ,k,412.544900,s,271.808000 ,wear,fruit,left ,0.261400,0.461930,right ,0.619583,0.832611,1.000000
999.000000,test,5.000000,19.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,563.995600 ,0.457450,0.000000,0.594957,0.000000 ,k,296.770100,k,239.933100 ,wear,fruit,right ,0.246188,0.457450,right ,0.594957,0.808929,1.000000
999.000000,test,5.000000,20.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,632.806000 ,0.238842,0.000000,0.820066,1.000000 ,s,409.742300,k,269.571100 ,fruit,wear,left ,0.238842,0.415839,right ,0.598279,0.820066,1.000000
999.000000,test,5.000000,21.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,858.616700 ,0.231503,0.000000,0.815000,1.000000 ,s,337.668000,s,158.846400 ,fruit,wear,left ,0.231503,0.426437,left ,0.580181,0.815000,1.000000
999.000000,test,5.000000,22.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,634.469900 ,0.233506,0.000000,0.810206,1.000000 ,k,261.286700,s,411.175800 ,fruit,wear,right ,0.233506,0.421032,left ,0.590762,0.810206,1.000000
999.000000,test,5.000000,23.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,s,578.947100 ,0.253199,1.000000,0.804659,1.000000 ,s,407.748700,k,244.843800 ,wear,fruit,right ,0.253199,0.417950,left ,0.597715,0.804659,1.000000
999.000000,test,5.000000,24.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,1495.954200 ,0.249428,1.000000,0.767899,1.000000 ,k,400.951500,k,236.595600 ,fruit,wear,right ,0.249428,0.421994,right ,0.642056,0.767899,1.000000
999.000000,test,5.000000,25.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,1657.796200 ,0.390095,1.000000,0.788438,1.000000 ,k,524.043200,s,271.090500 ,wear,fruit,left ,0.247174,0.390095,right ,0.620379,0.788438,1.000000
999.000000,test,5.000000,26.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,1098.334700 ,0.235210,1.000000,0.661249,0.000000 ,k,431.901600,s,254.623400 ,wear,fruit,left ,0.235210,0.383952,right ,0.661249,0.731438,1.000000
999.000000,test,5.000000,27.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,1126.572100 ,0.250904,0.000000,0.725005,1.000000 ,s,345.935200,s,245.016700 ,wear,fruit,left ,0.250904,0.403851,left ,0.617200,0.725005,1.000000
999.000000,test,5.000000,28.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,675.404900 ,0.214011,0.000000,0.611460,1.000000 ,k,328.948500,s,296.796600 ,wear,fruit,left ,0.214011,0.392113,right ,0.611460,0.741151,1.000000
999.000000,test,5.000000,29.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,589.665100 ,0.217833,0.000000,0.759473,0.000000 ,s,294.039400,s,248.601100 ,wear,fruit,left ,0.217833,0.409286,left ,0.596405,0.759473,1.000000
999.000000,test,5.000000,30.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,468.442100 ,0.229633,0.000000,0.755383,0.000000 ,k,253.384800,k,215.704500 ,wear,fruit,right ,0.229633,0.409084,right ,0.603561,0.755383,1.000000
999.000000,test,5.000000,31.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,670.110100 ,0.226080,0.000000,0.726443,1.000000 ,k,304.755100,s,193.414500 ,wear,fruit,left ,0.226080,0.397740,right ,0.572199,0.726443,1.000000
999.000000,test,5.000000,32.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,470.480500 ,0.219735,0.000000,0.737830,1.000000 ,k,262.477200,k,522.541800 ,wear,fruit,right ,0.219735,0.403375,right ,0.589083,0.737830,1.000000
999.000000,test,5.000000,33.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,364.918000 ,0.242830,1.000000,0.725810,0.000000 ,s,163.083700,s,162.512900 ,fruit,wear,left ,0.242830,0.400728,left ,0.574153,0.725810,1.000000
999.000000,test,5.000000,34.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,1547.219800 ,0.432938,0.000000,0.720719,0.000000 ,s,304.940300,s,208.196500 ,fruit,wear,left ,0.257017,0.432938,left ,0.581414,0.720719,1.000000
999.000000,test,5.000000,35.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,884.312100 ,0.267787,0.000000,0.714160,1.000000 ,s,304.308200,s,198.065300 ,wear,fruit,left ,0.267787,0.439100,left ,0.586569,0.714160,1.000000
999.000000,test,5.000000,36.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,2543.442400 ,0.252465,1.000000,0.611035,1.000000 ,k,526.617400,s,307.828400 ,wear,fruit,left ,0.252465,0.428910,right ,0.611035,0.680163,1.000000
999.000000,test,5.000000,37.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,710.437900 ,0.242749,1.000000,0.645039,0.000000 ,s,265.984400,s,487.457900 ,wear,fruit,left ,0.242749,0.423976,left ,0.645039,0.658945,1.000000
999.000000,test,5.000000,38.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,s,908.032900 ,nan,nan,nan,nan ,nan,nan,nan,nan ,nan,nan,nan ,0.281776,0.409957,nan ,0.673976,0.655754,1.000000
999.000000,test,5.000000,39.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,537.566900 ,0.295630,0.000000,0.639733,1.000000 ,k,319.501500,k,216.759900 ,wear,fruit,right ,0.295630,0.436188,right ,0.639733,0.670172,1.000000
999.000000,test,5.000000,40.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,875.424800 ,0.277525,0.000000,0.605396,0.000000 ,k,631.834600,s,1030.235800 ,fruit,wear,right ,0.277525,0.435707,left ,0.605396,0.650473,1.000000
